League	GP	G	A	PTS	PGP	PG	PA	PPTS	Proj_PTS/GP	Position	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G	Year	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G	Height	Weight
QMJHL	54	24	36	60	0	0	0	0	Not_In_NHL_AHL	C	-14	32	12	18	0	1	160	160	1	0	1	0	3	2	3	1	66.7	780	395	50.6	1.11	0.59	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	170
OHL	56	24	21	45	0	0	0	0	NHL [0.0, 0.2)	RW	-24	99	10	8	0	2	0	0	4	0	3	0	5	2	5	1	40.0	0	0	0.0	0.8	1.77	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	220
WHL	61	16	33	49	0	0	0	0	Other	C	-3	98	8	16	1	2	0	0	1	0	3	1	1	0	1	0	0.0	0	0	0.0	0.8	1.61	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	185
WHL	71	36	48	84	0	0	0	0	Not_In_NHL_AHL	C	9	54	12	19	2	1	0	0	4	1	8	3	5	0	5	0	0.0	0	0	0.0	1.18	0.76	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	193
WHL	62	12	32	44	0	0	0	0	AHL [0.4, 0.6)	C	8	39	5	11	0	1	0	0	2	0	2	0	4	1	4	1	25.0	0	0	0.0	0.71	0.63	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	227
WHL	49	12	26	38	0	0	0	0	AHL [0.6, 0.8)	RW	-17	38	5	15	0	0	0	0	2	1	2	1	3	0	3	0	0.0	0	0	0.0	0.78	0.78	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	201
WHL	68	15	28	43	0	0	0	0	AHL [0.2, 0.4)	C	-14	72	4	10	0	1	0	0	4	1	3	0	4	3	4	1	75.0	0	0	0.0	0.63	1.06	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	199
OHL	68	22	32	54	0	0	0	0	Other	C	-27	76	5	8	6	2	0	0	3	0	2	4	0	0	0	0	0.0	0	0	0.0	0.79	1.12	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	208
OHL	48	3	9	12	0	0	0	0	Other	RW	-7	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	3.1	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	190.0	235
OHL	58	5	8	13	0	0	0	0	AHL [0.2, 0.4)	LW	-24	136	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0.0	0	0	0.0	0.22	2.34	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	226
OHL	65	30	39	69	0	0	0	0	Not_In_NHL_AHL	C	-24	93	10	22	3	2	0	0	2	0	2	0	6	6	6	2	100.0	0	0	0.0	1.06	1.43	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	195
WHL	72	23	33	56	0	0	0	0	Not_In_NHL_AHL	RW	19	98	6	9	2	2	0	0	5	0	7	1	4	2	4	1	50.0	0	0	0.0	0.78	1.36	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	195
QMJHL	52	14	21	35	0	0	0	0	Not_In_NHL_AHL	C	-4	62	4	13	2	0	115	115	3	1	3	1	3	1	3	0	33.3	719	371	51.6	0.67	1.19	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	185
WHL	61	19	12	31	0	0	0	0	AHL [0.0, 0.2)	LW	-23	186	12	4	2	0	0	0	4	0	4	2	1	0	1	0	0.0	0	0	0.0	0.51	3.05	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	192.5	250
OHL	61	58	47	105	9	11	0	11	NHL [1.0, ...]	C	18	88	23	23	5	3	0	0	9	2	9	9	3	2	3	2	66.7	0	0	0.0	1.72	1.44	2007-08	0	20	5	0	1	0	0	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	1.22	2.22	182.5	188
OHL	62	29	44	73	20	9	26	35	NHL [0.4, 0.6)	RW	6	14	13	33	1	0	0	0	9	2	4	4	2	0	2	0	0.0	0	0	0.0	1.18	0.23	2007-08	11	2	3	11	0	0	0	0	1	0	3	2	0	0	0	0	0.0	0	0	0.0	1.75	0.1	177.5	202
OHL	68	40	45	85	5	5	0	5	NHL [0.6, 0.8)	C	15	36	16	27	3	0	0	0	8	0	6	6	3	0	3	0	0.0	0	0	0.0	1.25	0.53	2007-08	2	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	1.0	0.4	180.0	185
WHL	60	27	33	60	4	0	0	0	AHL [0.2, 0.4)	LW	-4	222	11	18	2	1	0	0	5	0	6	4	6	4	6	2	66.7	0	0	0.0	1.0	3.7	2007-08	-6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	1.0	187.5	202
WHL	61	33	39	72	18	13	8	21	AHL [0.8, 1.0)	C	26	80	12	17	0	2	0	0	3	0	9	8	8	4	8	1	50.0	0	0	0.0	1.18	1.31	2007-08	4	6	4	2	0	1	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	1.17	0.33	175.0	185
WHL	70	42	33	75	5	2	4	6	NHL [0.6, 0.8)	C	5	20	16	14	1	0	0	0	9	1	9	6	9	5	9	2	55.6	0	0	0.0	1.07	0.29	2007-08	-2	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.2	1.4	180.0	185
OHL	68	34	33	67	5	2	1	3	AHL [0.0, 0.2)	RW	28	52	15	13	0	1	0	0	4	0	4	2	6	1	6	1	16.7	0	0	0.0	0.99	0.76	2007-08	-4	8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	1.6	187.5	197
WHL	70	43	48	91	5	0	4	4	NHL [0.6, 0.8)	C	11	42	15	20	0	0	0	0	8	2	5	4	5	4	5	1	80.0	0	0	0.0	1.3	0.6	2007-08	-2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.8	1.2	172.5	157
QMJHL	70	24	43	67	6	2	3	5	AHL [0.2, 0.4)	C	12	63	5	16	0	0	175	175	6	0	1	0	5	0	5	0	0.0	199	90	45.2	0.96	0.9	2007-08	0	6	0	3	0	0	23	23	0	0	0	1	0	0	0	0	0.0	4	2	50.0	0.83	1.0	180.0	173
QMJHL	70	36	30	66	6	3	5	8	AHL [0.4, 0.6)	C	9	72	7	7	1	2	174	174	2	0	3	3	2	0	2	0	0.0	128	62	48.4	0.94	1.03	2007-08	-1	8	2	3	0	0	22	22	0	0	0	0	0	0	0	0	0.0	5	1	20.0	1.33	1.33	185.0	203
WHL	67	20	53	73	21	6	8	14	AHL [0.2, 0.4)	C	33	63	4	22	0	0	0	0	2	0	1	4	1	0	1	0	0.0	0	0	0.0	1.09	0.94	2007-08	6	20	0	2	0	0	0	0	1	1	2	1	0	0	0	0	0.0	0	0	0.0	0.67	0.95	180.0	175
QMJHL	51	18	23	41	9	4	5	9	AHL [0.2, 0.4)	C	11	84	4	1	0	0	120	120	1	0	7	0	1	0	1	0	0.0	988	570	57.7	0.8	1.65	2007-08	2	10	1	0	0	0	28	28	1	0	0	1	0	0	0	0	0.0	210	131	62.4	1.0	1.11	185.0	215
QMJHL	63	29	13	42	5	1	2	3	Other	RW	8	213	11	6	0	0	140	140	3	0	5	4	2	0	2	0	0.0	72	31	43.1	0.67	3.38	2007-08	-1	30	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0.0	10	5	50.0	0.6	6.0	182.5	210
WHL	71	12	23	35	10	0	1	1	Other	C	10	93	1	8	1	0	0	0	1	0	1	3	1	1	1	0	100.0	0	0	0.0	0.49	1.31	2007-08	-2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.1	0.8	182.5	210
OHL	66	20	24	44	5	2	3	5	NHL [0.2, 0.4)	C	17	28	8	5	0	1	0	0	1	0	1	3	2	0	2	0	0.0	0	0	0.0	0.67	0.42	2007-08	-4	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.8	180.0	200
WHL	71	15	26	41	7	0	0	0	AHL [0.2, 0.4)	LW	-5	56	3	8	2	1	0	0	3	0	1	1	3	0	3	0	0.0	0	0	0.0	0.58	0.79	2007-08	-3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.86	177.5	188
WHL	67	15	15	30	16	2	7	9	Not_In_NHL_AHL	RW	10	128	2	5	0	0	0	0	3	0	1	1	2	0	2	0	0.0	0	0	0.0	0.45	1.91	2007-08	5	19	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.56	1.19	182.5	179
WHL	66	20	24	44	12	5	2	7	Other	LW	10	72	5	5	1	3	0	0	4	1	2	3	4	0	4	0	0.0	0	0	0.0	0.67	1.09	2007-08	4	12	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.58	1.0	187.5	213
OHL	60	27	20	47	9	2	2	4	Not_In_NHL_AHL	C	-12	38	7	13	0	0	0	0	4	0	4	4	1	1	1	0	100.0	0	0	0.0	0.78	0.63	2007-08	0	6	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.44	0.67	177.5	183
QMJHL	62	32	34	66	11	4	4	8	Other	RW	0	32	11	13	0	0	217	217	4	0	3	4	5	2	5	1	40.0	30	9	30.0	1.06	0.52	2007-08	-3	10	1	1	0	0	21	21	0	0	2	1	0	0	0	0	0.0	0	0	0.0	0.73	0.91	185.0	202
WHL	72	31	69	100	7	2	10	12	Other	C	22	41	14	32	0	0	0	0	6	1	9	2	11	5	11	1	45.5	0	0	0.0	1.39	0.57	2007-08	-1	6	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.71	0.86	177.5	187
QMJHL	68	36	45	81	11	8	7	15	AHL [0.2, 0.4)	C	19	73	13	18	2	3	196	196	3	1	3	5	6	4	6	0	66.7	1200	578	48.2	1.19	1.07	2007-08	-6	10	4	3	0	0	34	34	1	0	2	0	0	0	0	0	0.0	120	49	40.8	1.36	0.91	172.5	168
WHL	60	13	23	36	6	1	0	1	AHL [0.4, 0.6)	C	4	21	4	11	0	0	0	0	2	0	4	3	1	0	1	0	0.0	0	0	0.0	0.6	0.35	2007-08	-3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.17	0.33	190.0	200
WHL	72	24	40	64	6	1	2	3	NHL [0.2, 0.4)	LW	26	53	3	10	3	1	0	0	2	0	1	4	7	4	7	1	57.1	0	0	0.0	0.89	0.74	2007-08	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.33	172.5	164
QMJHL	70	18	22	40	6	1	1	2	Not_In_NHL_AHL	C	1	45	3	7	1	0	176	176	2	0	3	1	1	0	1	0	0.0	1128	652	57.8	0.57	0.64	2007-08	-2	6	0	0	0	0	12	12	1	0	0	0	0	0	0	0	0.0	114	76	66.7	0.33	1.0	190.0	210
QMJHL	61	23	26	49	9	3	3	6	AHL [0.6, 0.8)	C	14	24	3	8	0	0	156	156	4	0	4	2	2	0	2	0	0.0	49	30	61.2	0.8	0.39	2007-08	-2	6	0	2	0	0	23	23	0	0	0	2	0	0	0	0	0.0	11	4	36.4	0.67	0.67	180.0	196
QMJHL	67	23	39	62	6	3	2	5	Not_In_NHL_AHL	LW	22	40	7	11	1	1	166	166	2	0	1	6	7	3	7	1	42.9	117	64	54.7	0.93	0.6	2007-08	0	7	1	1	0	0	11	11	0	0	0	0	0	0	0	0	0.0	9	5	55.6	0.83	1.17	177.5	190
QMJHL	63	27	36	63	4	1	5	6	Not_In_NHL_AHL	C	-18	81	14	20	1	2	183	183	2	0	1	1	4	1	4	1	25.0	838	399	47.6	1.0	1.29	2007-08	-3	6	0	3	0	0	12	12	0	0	0	0	0	0	0	0	0.0	82	44	53.7	1.5	1.5	180.0	191
OHL	57	5	12	17	15	6	3	9	Not_In_NHL_AHL	LW	-2	47	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.3	0.82	2007-08	4	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.27	177.5	195
WHL	73	30	23	53	6	1	1	2	AHL [0.0, 0.2)	C	-1	74	14	6	2	0	0	0	6	1	4	3	6	2	6	0	33.3	0	0	0.0	0.73	1.01	2007-08	-6	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	0.0	180.0	196
OHL	66	25	13	38	9	3	3	6	NHL [0.2, 0.4)	LW	3	155	4	3	0	0	0	0	5	0	4	0	0	0	0	0	0.0	0	0	0.0	0.58	2.35	2007-08	2	16	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.67	1.78	187.5	210
OHL	67	43	81	124	20	10	26	36	Not_In_NHL_AHL	C	24	69	18	56	0	1	0	0	7	1	6	8	2	1	2	0	50.0	0	0	0.0	1.85	1.03	2007-08	10	33	4	14	0	0	0	0	0	0	4	0	0	0	0	0	0.0	0	0	0.0	1.8	1.65	167.5	175
OHL	67	24	24	48	10	2	3	5	AHL [0.2, 0.4)	C	1	65	12	9	1	1	0	0	6	1	2	2	5	3	5	2	60.0	0	0	0.0	0.72	0.97	2007-08	-1	7	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.5	0.7	177.5	180
WHL	66	10	9	19	6	0	0	0	AHL [0.0, 0.2)	C	-6	163	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.29	2.47	2007-08	-4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	1.33	187.5	207
OHL	58	39	54	93	9	3	7	10	Not_In_NHL_AHL	LW	12	61	19	24	5	3	0	0	5	1	6	4	2	1	2	0	50.0	0	0	0.0	1.6	1.05	2007-08	-1	12	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.11	1.33	180.0	188
WHL	60	19	17	36	12	3	5	8	Other	C	16	111	2	5	3	2	0	0	5	1	3	2	3	1	3	1	33.3	0	0	0.0	0.6	1.85	2007-08	5	12	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.67	1.0	180.0	200
OHL	63	7	7	14	4	0	0	0	NHL [0.0, 0.2)	LW	-14	191	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.22	3.03	2007-08	-3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	2.25	177.5	169
OHL	56	2	7	9	21	5	2	7	Not_In_NHL_AHL	C	0	12	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.16	0.21	2007-08	3	6	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	0.29	182.5	175
QMJHL	68	23	19	42	5	0	1	1	Other	LW	16	54	3	4	2	1	169	169	6	0	6	3	7	3	7	2	42.9	86	33	38.4	0.62	0.79	2007-08	-3	8	0	0	0	0	14	14	0	0	0	0	0	0	0	0	0.0	7	2	28.6	0.2	1.6	177.5	190
OHL	68	13	19	32	9	1	2	3	AHL [0.0, 0.2)	LW	-14	171	5	6	0	0	0	0	3	0	2	2	2	1	2	1	50.0	0	0	0.0	0.47	2.51	2007-08	-4	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	1.78	177.5	200
QMJHL	64	12	12	24	17	1	3	4	Other	LW	18	118	1	0	0	1	76	76	0	0	2	4	0	0	0	0	0.0	20	8	40.0	0.38	1.84	2007-08	6	16	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0.0	2	0	0.0	0.24	0.94	190.0	210
OHL	26	14	18	32	0	0	0	0	AHL [0.8, 1.0)	C	10	19	3	8	0	0	0	0	2	0	3	1	1	0	1	0	0.0	0	0	0.0	1.23	0.73	2007-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	195
OHL	60	21	28	49	0	0	0	0	AHL [0.0, 0.2)	RW	-11	44	9	12	0	0	0	0	0	0	4	0	2	1	2	1	50.0	0	0	0.0	0.82	0.73	2007-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	190.0	210
OHL	68	28	23	51	0	0	0	0	AHL [0.4, 0.6)	LW	-14	106	10	6	0	0	0	0	1	0	2	3	1	0	1	0	0.0	0	0	0.0	0.75	1.56	2007-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	190.0	210
OHL	68	35	42	77	0	0	0	0	Not_In_NHL_AHL	C	-25	79	12	18	5	0	0	0	4	1	6	3	4	1	4	1	25.0	0	0	0.0	1.13	1.16	2007-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	179
OHL	56	58	46	104	14	10	11	21	NHL [1.0, ...]	C	10	54	21	30	6	1	0	0	8	2	8	4	7	1	7	0	14.3	0	0	0.0	1.86	0.96	2008-09	-2	8	6	6	0	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.5	0.57	180.0	202
OHL	57	31	48	79	21	14	12	26	NHL [0.8, 1.0)	C	32	42	12	21	4	2	0	0	2	1	5	7	6	5	6	4	83.3	0	0	0.0	1.39	0.74	2008-09	1	21	6	5	0	1	0	0	6	0	1	0	0	0	0	0	0.0	0	0	0.0	1.24	1.0	177.5	200
WHL	61	48	48	96	17	7	8	15	NHL [0.6, 0.8)	C	51	89	23	17	1	1	0	0	10	1	5	8	2	1	2	0	50.0	0	0	0.0	1.57	1.46	2008-09	3	45	3	4	0	0	0	0	2	1	2	0	0	0	0	0	0.0	0	0	0.0	0.88	2.65	185.0	195
WHL	70	32	56	88	12	8	10	18	NHL [0.4, 0.6)	C	20	82	10	24	3	3	0	0	6	0	5	5	6	3	6	1	50.0	0	0	0.0	1.26	1.17	2008-09	12	12	2	3	0	0	0	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	1.5	1.0	182.5	190
OHL	56	25	53	78	14	9	12	21	NHL [0.6, 0.8)	C	13	31	10	22	5	5	0	0	3	0	2	5	2	1	2	0	50.0	0	0	0.0	1.39	0.55	2008-09	6	22	4	3	1	1	0	0	2	0	3	2	0	0	0	0	0.0	0	0	0.0	1.5	1.57	180.0	188
WHL	55	28	42	70	12	3	15	18	AHL [0.4, 0.6)	C	22	25	9	11	2	2	0	0	9	1	2	3	5	3	5	3	60.0	0	0	0.0	1.27	0.45	2008-09	10	11	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	1.5	0.92	182.5	185
OHL	61	24	39	63	4	0	2	2	NHL [0.4, 0.6)	RW	-14	136	13	15	1	1	0	0	2	0	2	3	1	0	1	0	0.0	0	0	0.0	1.03	2.23	2008-09	-1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	2.0	187.5	214
OHL	68	28	39	67	4	4	0	4	NHL [0.2, 0.4)	C	10	42	10	16	0	0	0	0	5	1	2	1	6	2	6	0	33.3	0	0	0.0	0.99	0.62	2008-09	-5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.0	0.5	185.0	185
QMJHL	56	36	31	67	13	6	5	11	NHL [0.0, 0.2)	RW	14	66	18	11	2	1	205	205	6	1	7	5	3	1	3	1	33.3	33	13	39.4	1.2	1.18	2008-09	3	16	2	3	0	0	34	34	2	1	1	0	0	0	0	0	0.0	3	3	100.0	0.85	1.23	185.0	202
QMJHL	66	19	31	50	21	6	6	12	AHL [0.2, 0.4)	LW	20	74	9	9	0	0	144	144	1	0	2	2	0	0	0	0	0.0	35	20	57.1	0.76	1.12	2008-09	2	20	4	1	0	0	44	44	2	0	1	0	0	0	0	0	0.0	4	0	0.0	0.57	0.95	185.0	205
WHL	70	30	20	50	11	1	2	3	NHL [0.0, 0.2)	RW	-5	93	10	4	0	1	0	0	5	0	4	1	1	1	1	1	100.0	0	0	0.0	0.71	1.33	2008-09	-8	15	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	1.36	187.5	215
OHL	68	16	50	66	5	0	5	5	NHL [0.8, 1.0)	C	1	26	5	14	4	1	0	0	3	0	2	0	7	3	7	3	42.9	0	0	0.0	0.97	0.38	2008-09	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.4	180.0	200
OHL	60	16	12	28	5	0	0	0	NHL [0.0, 0.2)	LW	1	133	2	2	0	1	0	0	2	0	4	2	0	0	0	0	0.0	0	0	0.0	0.47	2.22	2008-09	-3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	2.6	185.0	207
OHL	64	5	12	17	11	0	0	0	AHL [0.0, 0.2)	LW	-3	92	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.27	1.44	2008-09	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	1.55	192.5	217
OHL	67	22	36	58	4	0	0	0	AHL [0.6, 0.8)	RW	3	36	4	14	0	0	0	0	2	0	6	2	1	0	1	0	0.0	0	0	0.0	0.87	0.54	2008-09	-5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.5	185.0	205
OHL	65	22	35	57	4	0	2	2	AHL [0.6, 0.8)	C	-10	92	10	19	0	0	0	0	4	1	2	3	3	0	3	0	0.0	0	0	0.0	0.88	1.42	2008-09	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	3.0	177.5	207
QMJHL	66	22	35	57	4	2	1	3	AHL [0.4, 0.6)	LW	-2	67	5	15	1	1	157	157	4	2	4	2	6	4	6	4	66.7	90	34	37.8	0.86	1.02	2008-09	-2	10	1	1	0	0	10	10	0	0	0	0	0	0	0	0	0.0	2	0	0.0	0.75	2.5	185.0	200
WHL	48	1	3	4	5	0	0	0	Not_In_NHL_AHL	RW	-17	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.08	2.15	2008-09	-3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.4	192.5	200
WHL	54	24	24	48	7	3	0	3	NHL [0.4, 0.6)	C	18	42	3	9	3	0	0	0	4	1	5	3	1	0	1	0	0.0	0	0	0.0	0.89	0.78	2008-09	-2	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.43	1.43	177.5	176
OHL	55	16	20	36	11	5	4	9	NHL [0.2, 0.4)	C	-15	39	8	11	3	1	0	0	4	1	3	1	6	2	6	2	33.3	0	0	0.0	0.65	0.71	2008-09	1	11	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.82	1.0	175.0	193
OHL	63	34	34	68	5	3	4	7	AHL [0.0, 0.2)	C	27	60	12	10	2	1	0	0	0	0	5	5	1	0	1	0	0.0	0	0	0.0	1.08	0.95	2008-09	0	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.4	1.2	175.0	178
WHL	71	24	48	72	11	2	5	7	AHL [1.0, ...]	RW	-2	20	7	24	0	1	0	0	3	0	3	4	4	0	4	0	0.0	0	0	0.0	1.01	0.28	2008-09	-1	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.64	0.18	180.0	181
OHL	67	17	34	51	8	1	5	6	AHL [0.4, 0.6)	RW	17	76	6	11	0	0	0	0	4	0	2	2	1	0	1	0	0.0	0	0	0.0	0.76	1.13	2008-09	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.75	1.25	177.5	189
OHL	65	12	18	30	6	1	2	3	NHL [0.2, 0.4)	LW	-21	96	5	5	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.46	1.48	2008-09	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	1.5	185.0	215
OHL	53	17	18	35	4	1	3	4	AHL [0.4, 0.6)	LW	-7	44	2	7	1	0	0	0	2	0	2	2	2	0	2	0	0.0	0	0	0.0	0.66	0.83	2008-09	-3	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	1.75	185.0	199
WHL	68	30	39	69	4	0	1	1	AHL [0.2, 0.4)	RW	-4	82	19	23	2	2	0	0	5	0	3	3	0	0	0	0	0.0	0	0	0.0	1.01	1.21	2008-09	-3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	1.5	185.0	205
OHL	64	15	20	35	20	4	5	9	AHL [0.0, 0.2)	LW	22	197	1	1	2	2	0	0	2	0	1	2	0	0	0	0	0.0	0	0	0.0	0.55	3.08	2008-09	3	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.45	1.9	187.5	205
WHL	72	19	38	57	5	0	3	3	AHL [0.0, 0.2)	C	-13	30	7	16	1	0	0	0	3	0	4	4	0	0	0	0	0.0	0	0	0.0	0.79	0.42	2008-09	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.8	180.0	176
QMJHL	62	52	42	94	19	21	13	34	AHL [1.0, ...]	LW	25	86	24	28	1	0	246	246	7	0	8	6	2	0	2	0	0.0	92	45	48.9	1.52	1.39	2008-09	2	26	13	11	0	0	104	104	2	0	4	1	0	0	0	0	0.0	25	14	56.0	1.79	1.37	177.5	176
OHL	67	33	40	73	4	3	2	5	Other	RW	1	95	18	10	1	2	0	0	5	0	6	3	0	0	0	0	0.0	0	0	0.0	1.09	1.42	2008-09	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	1.25	0.0	185.0	202
QMJHL	60	22	39	61	5	0	2	2	NHL [0.2, 0.4)	LW	-4	82	11	13	1	0	136	136	3	2	5	0	5	2	5	0	40.0	32	13	40.6	1.02	1.37	2008-09	0	16	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0.0	2	1	50.0	0.4	3.2	172.5	185
